Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2018-11-06,568.9000244140625,582.2000122070312,565.5,580.9000244140625,43983,0.0,0.0
2018-11-07,586.0,610.0,584.0,609.0999755859375,65051,0.0,0.0
2018-11-08,612.5,621.9000244140625,598.0,599.7000122070312,77264,0.0,0.0
2018-11-09,584.0,588.9000244140625,570.0999755859375,583.5,56946,0.0,0.0
2018-11-12,588.2999877929688,593.2000122070312,572.7999877929688,573.2999877929688,36389,0.0,0.0
2018-11-13,573.5,592.2999877929688,572.0999755859375,592.2999877929688,45918,0.0,0.0
2018-11-14,550.0,551.7999877929688,525.0,536.2999877929688,233761,0.0,0.0
2018-11-15,541.0,546.5999755859375,508.0,513.0,125137,0.0,0.0
2018-11-16,516.0,528.4000244140625,497.3500061035156,507.5,72000,0.0,0.0
2018-11-19,508.1000061035156,519.9000244140625,467.6499938964844,470.0,90247,0.0,0.0
2018-11-20,457.0,462.8999938964844,431.0,436.0499877929688,197086,0.0,0.0
2018-11-21,438.8999938964844,451.1499938964844,434.25,439.4500122070313,93504,0.0,0.0
2018-11-22,440.0,448.6000061035156,424.5499877929688,426.9500122070313,65227,0.0,0.0
2018-11-23,427.0499877929688,438.5,421.0499877929688,437.0,67910,0.0,0.0
2018-11-26,445.5,459.3999938964844,439.0,455.2000122070313,70492,0.0,0.0
2018-11-27,457.5,461.8999938964844,448.3500061035156,452.5,90080,0.0,0.0
2018-11-28,456.4500122070313,463.0,452.0499877929688,453.0499877929688,25535,0.0,0.0
2018-11-29,461.7000122070313,466.8500061035156,456.2999877929688,461.2000122070313,57613,0.0,0.0
2018-11-30,463.1000061035156,468.8999938964844,457.0,457.0499877929688,58521,0.0,0.0
2018-12-03,468.8500061035156,475.7999877929688,465.5,469.7999877929688,68668,0.0,0.0
2018-12-04,467.7000122070313,468.8500061035156,450.1499938964844,450.9500122070313,38506,0.0,0.0
2018-12-05,441.0,448.5499877929688,431.3500061035156,446.7000122070313,67888,0.0,0.0
2018-12-06,439.0499877929688,443.0,429.25,438.7000122070313,77678,0.0,0.0
2018-12-07,448.0,461.25,448.0,450.0,54299,0.0,0.0
2018-12-10,442.8500061035156,447.1000061035156,432.0,440.6499938964844,73610,0.0,0.0
2018-12-11,446.0,466.1499938964844,446.0,457.0499877929688,51214,0.0,0.0
2018-12-12,462.9500122070313,469.5499877929688,450.0499877929688,450.0499877929688,69850,0.0,0.0
2018-12-13,452.0499877929688,469.9500122070313,450.0,462.0,52739,0.0,0.0
2018-12-14,457.2000122070313,459.7000122070313,450.0,455.3999938964844,37410,0.0,0.0
2018-12-17,451.2000122070313,455.8500061035156,445.0,453.1000061035156,46543,0.0,0.0
2018-12-18,447.3500061035156,450.7000122070313,431.6000061035156,437.7000122070313,76211,0.0,0.0
2018-12-19,430.0,447.0499877929688,430.0,443.2999877929688,45071,0.0,0.0
2018-12-20,429.0,438.0,418.2000122070313,420.6499938964844,89701,0.0,0.0
2018-12-21,412.2000122070313,433.3999938964844,410.3500061035156,428.2000122070313,276971,0.0,0.0
2018-12-24,420.4500122070313,420.6000061035156,410.0,411.0,12850,0.0,0.0
2018-12-27,421.6499938964844,446.25,421.6000061035156,444.25,82690,0.0,0.0
2018-12-28,454.4500122070313,465.8999938964844,449.2999877929688,464.3999938964844,54523,0.0,0.0
2018-12-31,467.3999938964844,477.0,467.3999938964844,475.0499877929688,17751,0.0,0.0
2019-01-02,470.0,473.2000122070313,460.0499877929688,470.8999938964844,39255,0.0,0.0
2019-01-03,465.0,472.5,459.5499877929688,463.0499877929688,43744,0.0,0.0
2019-01-04,472.3999938964844,500.0,465.1000061035156,500.0,60480,0.0,0.0
2019-01-07,523.0,537.7000122070312,521.5999755859375,531.2000122070312,101510,0.0,0.0
2019-01-08,534.7999877929688,569.9000244140625,534.0,569.9000244140625,161551,0.0,0.0
2019-01-09,573.5999755859375,579.2999877929688,563.7999877929688,570.5999755859375,61697,0.0,0.0
2019-01-10,556.4000244140625,558.2999877929688,537.0,552.0,76563,0.0,0.0
2019-01-11,555.0,560.0,551.0,551.0,61106,0.0,0.0
2019-01-14,545.5,557.2000122070312,543.5999755859375,547.0,39307,0.0,0.0
2019-01-15,551.0,563.7000122070312,549.4000244140625,563.4000244140625,34975,0.0,0.0
2019-01-16,565.0,575.9000244140625,563.7999877929688,574.0,45516,0.0,0.0
2019-01-17,575.0999755859375,592.0,572.0,588.0,78929,0.0,0.0
2019-01-18,597.7000122070312,619.0,597.4000244140625,618.0999755859375,86340,0.0,0.0
2019-01-21,624.0,637.9000244140625,621.9000244140625,636.0,61579,0.0,0.0
2019-01-22,629.7000122070312,644.0,626.7999877929688,642.5999755859375,59563,0.0,0.0
2019-01-23,633.0,670.2000122070312,632.2999877929688,652.5,105196,0.0,0.0
2019-01-24,657.5999755859375,667.5999755859375,654.0999755859375,664.0,70369,0.0,0.0
2019-01-25,673.0999755859375,695.0,658.7999877929688,663.7999877929688,107788,0.0,0.0
2019-01-28,660.0,670.2999877929688,634.0,642.5999755859375,66576,0.0,0.0
2019-01-29,638.5,655.7000122070312,631.0,654.9000244140625,115260,0.0,0.0
2019-01-30,650.0,658.9000244140625,625.0999755859375,646.5,61893,0.0,0.0
2019-01-31,650.0,652.0,637.5,647.7000122070312,58069,0.0,0.0
2019-02-01,636.0999755859375,638.7000122070312,623.0,630.0,87582,0.0,0.0
2019-02-04,645.5999755859375,654.0,642.2999877929688,653.7999877929688,59025,0.0,0.0
2019-02-05,654.2000122070312,663.7000122070312,651.0,655.2000122070312,48600,0.0,0.0
2019-02-06,656.5999755859375,664.9000244140625,651.5999755859375,661.0,52951,0.0,0.0
2019-02-07,661.7000122070312,664.5,643.0,643.0,51131,0.0,0.0
2019-02-08,640.0,648.0999755859375,628.7999877929688,639.0999755859375,53413,0.0,0.0
2019-02-11,647.5,656.0,646.7999877929688,650.0,37622,0.0,0.0
2019-02-12,663.0,667.9000244140625,648.2999877929688,650.9000244140625,66646,0.0,0.0
2019-02-13,653.5999755859375,663.0,647.9000244140625,652.0999755859375,48575,0.0,0.0
2019-02-14,657.0,669.7999877929688,656.2000122070312,661.0,56299,0.0,0.0
2019-02-15,661.2999877929688,671.5,657.2000122070312,664.0,54383,0.0,0.0
2019-02-18,667.0,681.0,665.4000244140625,675.5,32578,0.0,0.0
2019-02-19,677.0,680.4000244140625,666.7999877929688,677.2000122070312,50153,0.0,0.0
2019-02-20,679.2999877929688,687.7999877929688,674.0999755859375,678.5,44258,0.0,0.0
2019-02-21,679.0,683.9000244140625,659.2999877929688,661.5999755859375,50358,0.0,0.0
2019-02-22,661.0,672.2000122070312,661.0,670.0,52148,0.0,0.0
2019-02-25,671.5999755859375,682.9000244140625,669.9000244140625,671.4000244140625,55297,0.0,0.0
2019-02-26,671.0,676.0999755859375,665.0,672.5999755859375,66427,0.0,0.0
2019-02-27,709.0,719.5,642.9000244140625,659.0,221784,0.0,0.0
2019-02-28,655.0,676.4000244140625,655.0,660.0,734221,0.0,0.0
2019-03-01,668.0,670.0,648.5999755859375,655.5999755859375,103122,0.0,0.0
2019-03-04,660.0,661.5,639.5,644.2999877929688,87818,0.0,0.0
2019-03-05,647.2999877929688,650.5999755859375,626.5999755859375,644.0,112664,0.0,0.0
2019-03-06,645.0,649.0,633.2999877929688,633.7999877929688,60357,0.0,0.0
2019-03-07,630.0999755859375,641.4000244140625,629.5,632.2999877929688,70783,0.0,0.0
2019-03-08,625.0,644.2999877929688,622.5,640.0,72657,0.0,0.0
2019-03-11,645.0,665.0,643.7999877929688,656.2000122070312,80629,0.0,0.0
2019-03-12,620.0,636.5,608.0999755859375,623.9000244140625,422347,0.0,0.0
2019-03-13,622.7999877929688,664.0,621.2999877929688,664.0,238608,0.0,0.0
2019-03-14,664.0,679.2999877929688,657.5999755859375,679.2999877929688,391884,0.0,0.0
2019-03-15,675.0,680.0,650.0,659.2999877929688,262289,0.0,0.0
2019-03-18,671.0,677.2999877929688,664.2999877929688,671.2999877929688,65859,0.0,0.0
2019-03-19,675.0,680.9000244140625,667.0,680.0,89428,0.0,0.0
2019-03-20,677.0,680.5,672.4000244140625,677.0999755859375,49664,0.0,0.0
2019-03-21,677.0999755859375,677.2999877929688,668.0,677.2999877929688,40810,0.0,0.0
2019-03-22,681.0,683.0,657.7999877929688,657.7999877929688,69044,0.0,0.0
2019-03-25,654.2000122070312,661.0,642.0,661.0,46404,0.0,0.0
2019-03-26,665.9000244140625,686.5,665.7999877929688,686.4000244140625,79945,0.0,0.0
2019-03-27,685.0,687.0,671.0,680.7999877929688,72869,0.0,0.0
2019-03-28,676.0,686.5999755859375,673.5999755859375,680.2000122070312,51353,0.0,0.0
2019-03-29,681.5999755859375,698.0,674.7999877929688,698.0,125511,0.0,0.0
2019-04-01,699.0,706.0,695.5999755859375,705.0,90321,0.0,0.0
2019-04-02,708.0,731.4000244140625,704.4000244140625,730.7999877929688,88485,0.0,0.0
2019-04-03,731.0,746.2000122070312,707.2000122070312,720.5999755859375,119901,0.0,0.0
2019-04-04,720.2000122070312,734.5999755859375,718.4000244140625,719.0,56547,0.0,0.0
2019-04-05,724.0,725.7999877929688,716.7999877929688,720.2000122070312,41525,0.0,0.0
2019-04-08,721.0,721.2000122070312,703.0,704.0,57411,0.0,0.0
2019-04-09,699.0,708.2000122070312,688.0,688.5999755859375,61799,0.0,0.0
2019-04-10,689.0,700.0,684.0,697.7999877929688,44139,0.0,0.0
2019-04-11,697.0,700.0,686.7999877929688,686.7999877929688,34221,0.0,0.0
2019-04-12,688.4000244140625,695.7999877929688,686.0,693.7999877929688,34115,0.0,0.0
2019-04-15,700.5999755859375,705.4000244140625,689.0,689.0,43774,0.0,0.0
2019-04-16,692.4000244140625,701.5999755859375,683.4000244140625,689.7999877929688,49131,0.0,0.0
2019-04-17,692.5999755859375,692.5999755859375,673.4000244140625,687.7999877929688,53716,0.0,0.0
2019-04-18,683.2000122070312,686.7999877929688,669.5999755859375,670.0,46238,0.0,0.0
2019-04-23,671.0,711.7999877929688,667.2000122070312,707.0,84333,0.0,0.0
2019-04-24,711.0,726.5999755859375,707.5999755859375,718.7999877929688,77421,0.0,0.0
2019-04-25,720.7999877929688,727.4000244140625,716.0,722.2000122070312,51379,0.0,0.0
2019-04-26,720.2000122070312,721.7999877929688,705.5999755859375,714.0,51439,0.0,0.0
2019-04-29,714.5999755859375,720.7999877929688,710.2000122070312,719.4000244140625,29467,0.0,0.0
2019-04-30,714.2000122070312,730.0,714.2000122070312,725.5999755859375,62275,0.0,0.0
2019-05-02,712.0,723.2000122070312,693.2000122070312,708.0,69929,0.0,0.0
2019-05-03,679.0,682.5999755859375,670.0,677.0,263279,0.0,0.0
2019-05-06,660.0,669.5999755859375,654.4000244140625,663.4000244140625,86291,0.0,0.0
2019-05-07,665.4000244140625,673.2000122070312,659.4000244140625,659.4000244140625,110287,0.0,0.0
2019-05-08,664.0,678.0,659.4000244140625,675.2000122070312,80106,0.0,0.0
2019-05-09,673.2000122070312,675.0,656.0,660.2000122070312,80878,0.0,0.0
2019-05-10,666.5999755859375,674.4000244140625,655.7999877929688,655.7999877929688,42141,0.0,0.0
2019-05-13,663.7999877929688,669.0,638.5999755859375,638.7999877929688,87178,0.0,0.0
2019-05-14,645.0,665.4000244140625,645.0,665.4000244140625,75249,0.0,0.0
2019-05-15,668.0,671.2000122070312,651.5999755859375,669.7999877929688,44516,0.0,0.0
2019-05-16,668.4000244140625,683.5999755859375,668.2000122070312,681.0,56205,0.0,0.0
2019-05-17,677.2000122070312,685.5999755859375,670.7999877929688,685.5999755859375,37972,0.0,0.0
2019-05-20,685.0,693.4000244140625,674.5999755859375,682.2000122070312,60590,0.0,0.0
2019-05-21,685.4000244140625,700.5999755859375,683.5999755859375,700.0,63980,0.0,0.0
2019-05-22,701.7999877929688,715.2000122070312,701.2000122070312,715.2000122070312,71701,0.0,0.0
2019-05-23,709.2000122070312,713.7999877929688,697.2000122070312,708.2000122070312,71302,0.0,0.0
2019-05-24,710.0,727.5999755859375,710.0,721.0,69524,0.0,0.0
2019-05-27,721.5999755859375,729.4000244140625,717.7999877929688,721.4000244140625,36076,0.0,0.0
2019-05-28,722.7999877929688,736.5999755859375,722.0,732.2000122070312,132377,0.0,0.0
2019-05-29,726.7999877929688,729.0,695.4000244140625,696.0,104234,0.0,0.0
2019-05-30,708.0,722.0,699.7999877929688,719.0,52403,0.0,0.0
2019-05-31,712.0,724.4000244140625,706.0,720.7999877929688,74678,0.0,0.0
2019-06-03,711.7999877929688,716.2000122070312,691.2000122070312,704.0,74399,0.0,0.0
2019-06-04,697.4000244140625,698.2000122070312,673.5999755859375,690.0,107755,0.0,0.0
2019-06-05,700.0,709.5999755859375,696.2000122070312,701.0,100033,0.0,0.0
2019-06-06,700.0,706.4000244140625,689.2000122070312,697.0,61271,0.0,0.0
2019-06-07,702.0,712.4000244140625,701.4000244140625,707.7999877929688,75854,0.0,0.0
2019-06-10,714.7999877929688,719.7999877929688,709.0,714.0,31955,0.0,0.0
2019-06-11,718.7999877929688,721.4000244140625,707.0,709.2000122070312,44084,0.0,0.0
2019-06-12,697.0,710.0,688.0,709.7999877929688,46528,0.0,0.0
2019-06-13,711.0,723.2000122070312,708.0,708.0,59505,0.0,0.0
2019-06-14,705.0,712.4000244140625,695.4000244140625,700.2000122070312,53277,0.0,0.0
2019-06-17,686.4000244140625,689.0,663.7999877929688,670.0,282459,0.0,0.0
2019-06-18,670.0,692.0,663.7999877929688,689.0,172612,0.0,0.0
2019-06-19,670.0,679.0,663.4000244140625,675.0,276863,0.0,0.0
2019-06-20,679.7999877929688,689.7999877929688,675.5999755859375,682.4000244140625,158394,0.0,0.0
2019-06-21,679.0,685.4000244140625,676.0,680.7999877929688,196702,0.0,0.0
2019-06-24,680.0,688.7999877929688,665.4000244140625,669.7999877929688,72686,0.0,0.0
2019-06-25,665.0,670.0,655.0,655.0,83192,0.0,0.0
2019-06-26,652.4000244140625,667.2000122070312,646.0,663.2000122070312,76744,0.0,0.0
2019-06-27,665.2000122070312,671.4000244140625,655.2000122070312,669.0,75803,0.0,0.0
2019-06-28,667.4000244140625,678.5999755859375,665.4000244140625,678.5999755859375,96661,0.0,0.0
2019-07-01,679.0,685.0,665.7999877929688,665.7999877929688,93443,0.0,0.0
2019-07-02,669.4000244140625,670.2000122070312,645.4000244140625,650.5999755859375,125839,0.0,0.0
2019-07-03,654.2000122070312,666.4000244140625,653.0,666.2000122070312,85462,0.0,0.0
2019-07-04,664.5999755859375,667.4000244140625,652.2000122070312,657.7999877929688,56110,0.0,0.0
2019-07-05,653.5999755859375,656.7999877929688,646.4000244140625,648.7999877929688,62370,0.0,0.0
2019-07-08,646.0,659.0,646.0,656.5999755859375,63426,0.0,0.0
2019-07-09,656.0,657.4000244140625,640.5999755859375,648.5999755859375,80610,0.0,0.0
2019-07-10,646.2000122070312,656.7999877929688,641.0,652.5999755859375,72767,0.0,0.0
2019-07-11,649.5999755859375,679.7999877929688,647.2000122070312,677.0,133028,0.0,0.0
2019-07-12,675.0,680.0,669.7999877929688,676.0,97879,0.0,0.0
2019-07-15,674.2000122070312,684.2000122070312,672.4000244140625,684.0,88257,0.0,0.0
2019-07-16,682.7999877929688,689.2000122070312,674.0,686.0,81539,0.0,0.0
2019-07-17,684.0,688.5999755859375,680.7999877929688,686.0,78574,0.0,0.0
2019-07-18,681.7999877929688,700.2000122070312,672.0,698.0,142806,0.0,0.0
2019-07-19,700.0,706.7999877929688,692.7999877929688,694.5999755859375,143690,0.0,0.0
2019-07-22,692.2000122070312,702.2000122070312,684.5999755859375,701.2000122070312,95504,0.0,0.0
2019-07-23,704.4000244140625,711.4000244140625,696.7999877929688,708.4000244140625,134936,0.0,0.0
2019-07-24,709.0,711.2000122070312,692.7999877929688,703.0,106819,0.0,0.0
2019-07-25,700.2000122070312,713.5999755859375,698.5999755859375,701.7999877929688,77114,0.0,0.0
2019-07-26,700.0,711.7999877929688,697.5999755859375,711.7999877929688,78142,0.0,0.0
2019-07-29,705.2000122070312,713.7999877929688,703.5999755859375,704.0,52347,0.0,0.0
2019-07-30,706.0,710.0,686.2000122070312,688.0,66131,0.0,0.0
2019-07-31,688.5999755859375,695.4000244140625,683.5999755859375,687.0,74533,0.0,0.0
2019-08-01,683.0,690.5999755859375,679.7999877929688,686.5999755859375,88539,0.0,0.0
2019-08-02,675.0,684.4000244140625,669.7999877929688,673.7999877929688,113648,0.0,0.0
2019-08-05,664.0,664.0,642.2000122070312,644.2000122070312,105669,0.0,0.0
2019-08-06,642.4000244140625,653.2000122070312,628.4000244140625,648.0,112099,0.0,0.0
2019-08-07,654.0,654.4000244140625,643.5999755859375,649.0,61254,0.0,0.0
2019-08-08,656.4000244140625,672.2000122070312,650.5999755859375,671.5999755859375,83843,0.0,0.0
2019-08-09,673.0,681.0,664.4000244140625,670.0,56331,0.0,0.0
2019-08-12,671.7999877929688,681.2000122070312,665.7999877929688,670.0,41375,0.0,0.0
2019-08-13,665.0,678.5999755859375,653.4000244140625,676.7999877929688,61247,0.0,0.0
2019-08-14,675.2000122070312,682.7999877929688,652.5999755859375,655.0,78702,0.0,0.0
2019-08-15,656.7999877929688,659.7999877929688,635.2000122070312,655.2000122070312,75456,0.0,0.0
2019-08-16,659.4000244140625,666.0,654.2000122070312,659.4000244140625,45012,0.0,0.0
2019-08-19,663.0,672.5999755859375,660.2000122070312,668.0,93039,0.0,0.0
2019-08-20,669.4000244140625,679.0,664.4000244140625,670.0,71974,0.0,0.0
2019-08-21,673.7999877929688,691.0,673.7999877929688,677.4000244140625,69567,0.0,0.0
2019-08-22,674.7999877929688,674.7999877929688,636.7999877929688,643.7999877929688,239708,0.0,0.0
2019-08-23,635.0,652.7999877929688,633.4000244140625,643.5999755859375,203832,0.0,0.0
2019-08-26,639.5999755859375,643.5999755859375,623.0,639.2000122070312,78563,0.0,0.0
2019-08-27,637.4000244140625,650.7999877929688,636.0,649.0,83070,0.0,0.0
2019-08-28,659.0,663.7999877929688,644.7999877929688,653.2000122070312,117055,0.0,0.0
2019-08-29,650.0,660.5999755859375,649.5999755859375,658.7999877929688,64183,0.0,0.0
2019-08-30,658.5999755859375,662.0,647.7999877929688,658.7999877929688,65903,0.0,0.0
2019-09-02,656.4000244140625,659.7999877929688,649.5999755859375,649.5999755859375,63830,0.0,0.0
2019-09-03,649.2000122070312,655.0,642.2000122070312,653.0,60021,0.0,0.0
2019-09-04,652.0,662.0,649.4000244140625,652.7999877929688,59329,0.0,0.0
2019-09-05,659.0,664.0,654.2000122070312,662.7999877929688,64561,0.0,0.0
2019-09-06,664.0,667.7999877929688,659.2000122070312,667.0,50900,0.0,0.0
2019-09-09,665.5999755859375,666.0,650.4000244140625,650.4000244140625,71028,0.0,0.0
2019-09-10,641.2000122070312,649.4000244140625,609.5999755859375,618.0,183156,0.0,0.0
2019-09-11,620.0,625.7999877929688,601.4000244140625,620.0,81858,0.0,0.0
