Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2015-04-13,130.6229920088562,131.54441511549987,129.0476727983936,129.50343322753906,211000,0.0,0.0
2015-04-14,129.2656320664459,130.60317625769113,126.947236245027,130.35548400878906,274600,0.0,0.0
2015-04-15,130.2960118195977,131.71281919947486,129.29534067902074,130.97964477539062,387100,0.0,0.0
2015-04-16,130.8310490352871,131.38587725455872,129.0872859256504,129.95916748046875,191000,0.0,0.0
2015-04-17,128.69100258319568,129.4935231651896,127.24447299147454,128.79998779296875,371300,0.0,0.0
2015-04-20,129.15667253172217,132.90177886972558,128.9783262157544,132.2974090576172,305700,0.0,0.0
2015-04-21,133.18909421406073,138.58879836386868,132.446017325695,135.6858367919922,407300,0.0,0.0
2015-04-22,136.1316403225246,137.18186805180628,134.6950284462855,136.76573181152344,359100,0.0,0.0
2015-04-23,136.75582390488276,138.49957164797496,135.00215879775922,137.68714904785156,276900,0.0,0.0
2015-04-24,137.82586516087338,138.6680247906272,135.89386878912913,136.21090698242188,316300,0.0,0.0
2015-04-27,137.1224260999988,138.0636687618314,134.94273728309616,135.5867462158203,304000,0.0,0.0
2015-04-28,140.09474576303833,140.86754445750697,137.91505674997458,138.94546508789062,734800,0.0,0.0
2015-04-29,138.4996154417418,142.04657087986752,138.2519231495649,141.66017150878906,460000,0.0,0.0
2015-04-30,141.29354260133618,144.51354127947246,140.9368652199638,141.01612854003906,628100,0.0,0.0
2015-05-01,140.68918829544373,144.0974358392169,140.67928604858344,144.00827026367188,286600,0.0,0.0
2015-05-04,144.6522548425134,152.00375803474122,144.196494510982,150.8643798828125,896200,0.0,0.0
2015-05-05,150.5770902108924,151.9047323529452,146.73291621393238,147.81285095214844,581000,0.0,0.0
2015-05-06,147.79302561766002,149.07112622949157,145.5736973794177,147.1391143798828,771800,0.0,0.0
2015-05-07,148.66487740306093,150.44826445785762,139.3516406137598,143.7605743408203,982700,0.0,0.0
2015-05-08,144.54328426082878,145.6133165613391,142.85898003737051,145.27645874023438,475100,0.0,0.0
2015-05-11,144.59283728657192,145.5241626105783,143.36427822457304,144.8306121826172,327600,0.0,0.0
2015-05-12,140.9963180550906,144.86032578967223,140.9963180550906,144.32530212402344,421000,0.0,0.0
2015-05-13,145.33590584020942,145.33590584020942,142.10598925114746,143.32464599609375,264700,0.0,0.0
2015-05-14,143.47324875947933,145.85110330243137,142.7896157673548,145.43496704101562,282600,0.0,0.0
2015-05-15,145.75202601977864,146.36629795287308,144.3550381223203,145.1080322265625,170300,0.0,0.0
2015-05-18,144.6918921970623,146.99048343976764,144.04789842054518,146.45547485351562,218000,0.0,0.0
2015-05-19,146.93106885072382,147.87229652528725,144.16681443958296,144.23617553710938,404600,0.0,0.0
2015-05-20,144.23613824535482,146.11859310777942,142.74998489567216,145.7421112060547,310500,0.0,0.0
2015-05-21,146.10869817781912,148.43701125608874,145.57367447909851,147.6344757080078,255900,0.0,0.0
2015-05-22,147.9019937748641,148.34783679725066,145.4547931575299,146.1186065673828,288000,0.0,0.0
2015-05-26,146.138447330848,146.138447330848,143.3543884819235,144.3946990966797,272200,0.0,0.0
2015-05-27,143.97855380451458,145.21701501553082,142.41313701963784,145.0782928466797,436500,0.0,0.0
2015-05-28,145.0981178278971,145.93036016418978,142.3437812021177,145.1476593017578,217900,0.0,0.0
2015-05-29,145.44489618157704,145.74212991325268,143.31473370284783,143.79031372070312,237600,0.0,0.0
2015-06-01,144.77116226427583,145.66286344010004,141.40255369232284,142.3536834716797,370900,0.0,0.0
2015-06-02,142.34379159073436,143.9092085477817,141.4124662387498,141.68988037109375,303900,0.0,0.0
2015-06-03,142.3536981882478,143.05715090685663,141.1449737849267,142.14564514160156,319600,0.0,0.0
2015-06-04,141.9870895086036,142.2645035928657,140.23342431185577,141.96726989746094,230500,0.0,0.0
2015-06-05,141.87812248042454,143.76059271359952,140.6892026645926,143.60206604003906,234000,0.0,0.0
2015-06-08,143.3048289498517,143.71104787210925,140.70901898232984,141.3629150390625,172100,0.0,0.0
2015-06-09,140.6891824170941,142.54191540414388,139.84702281319866,141.9375457763672,213200,0.0,0.0
