Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2015-04-13,61.75233645284887,62.29320730084516,61.09023887602395,61.18349075317383,5059800,0.0,0.0
2015-04-14,61.09958228127863,61.49125169747349,60.502761503328685,61.1089096069336,5621800,0.0,0.0
2015-04-15,61.1742092257172,61.463299510353934,60.894453384844,61.24881362915039,5347100,0.0,0.0
2015-04-16,61.10889957632992,61.55651864365124,60.94104331541738,61.22080612182617,4121300,0.0,0.0
2015-04-17,60.70789737170119,61.080911997672864,60.00849761600265,60.16702651977539,11212900,0.0,0.0
2015-04-20,60.61465428422559,60.81048539046119,60.22299207175439,60.353546142578125,5948900,0.0,0.0
2015-04-21,60.64264110316631,61.388670610468594,60.60533891633473,60.9410514831543,9619700,0.0,0.0
2015-04-22,61.37933140133909,65.25867270476171,61.35135654529783,63.42158126831055,20912400,0.0,0.0
2015-04-23,63.59873481157365,63.61738945198818,62.96461221603329,63.151123046875,7193400,0.0,0.0
2015-04-24,63.53345922148356,63.580088708902856,62.76878258456898,62.92731857299805,6219900,0.0,0.0
2015-04-27,63.77593604249568,63.98109445609492,62.41443861502935,62.57296752929688,7122400,0.0,0.0
2015-04-28,62.76881235163524,62.945995950261874,61.92953809736315,62.26524353027344,6297500,0.0,0.0
2015-04-29,62.34915633708165,63.84120769950152,62.27455199029514,62.79676818847656,9812400,0.0,0.0
2015-04-30,62.6475669444689,62.94597721854812,61.006306879702095,61.59380722045898,11780600,0.0,0.0
2015-05-01,60.81980232051353,62.1626520934078,60.75452529625685,61.33269119262695,10142800,0.0,0.0
2015-05-04,61.59380923887392,61.67773379621101,61.05293837604919,61.155517578125,7426400,0.0,0.0
2015-05-05,61.33270411443091,61.91087724727474,61.174175181359765,61.5098876953125,8099800,0.0,0.0
2015-05-06,61.68707910508861,62.15334575423567,60.82915017817749,61.23945999145508,7084600,0.0,0.0
2015-05-07,61.15553659933634,62.27457373319268,61.11823441291919,62.08806991577149,6660300,0.0,0.0
2015-05-08,62.61029916158498,65.42655434012161,62.48907236681772,64.7831039428711,18359000,0.0,0.0
2015-05-11,64.62452611093136,64.9975335405019,64.14893238917003,64.36341094970703,10998500,0.0,0.0
2015-05-12,63.9251481420088,64.34478519961934,63.38427722556532,64.05570220947266,7438200,0.0,0.0
2015-05-13,64.22385484902189,64.34529375424789,63.70072463929198,64.13043975830078,5129800,0.12,0.0
2015-05-14,64.42002324491374,65.41957959827435,64.31726451565213,65.39155578613281,6491100,0.0,0.0
2015-05-15,65.48498992036274,66.03615118557882,64.74699843510636,64.98988342285156,7121000,0.0,0.0
2015-05-18,65.14867086904955,65.61575341037907,64.57882959845841,65.39155578613281,5553800,0.0,0.0
2015-05-19,65.52235884388975,65.91470659095108,65.39157626153597,65.54104614257812,4351000,0.0,0.0
2015-05-20,65.6251245872058,65.69051588533969,64.90582030773301,65.18606567382812,4870100,0.0,0.0
2015-05-21,64.971197213431,65.270129813983,64.71896859999048,64.80304718017578,6483800,0.0,0.0
2015-05-22,64.73767315471751,65.25145991260484,64.73767315471751,65.03660583496094,4511700,0.0,0.0
2015-05-26,64.7469911791266,64.92448485725497,63.81282592938192,64.0276870727539,6228100,0.0,0.0
2015-05-27,64.31728064139295,65.14868720324209,63.99032420590999,64.91514587402344,7064800,0.0,0.0
2015-05-28,64.90577150241381,65.18601665778107,64.27053917229179,64.98049926757812,3893900,0.0,0.0
2015-05-29,64.76567129485099,65.01789274838801,64.00899268001105,64.15846252441406,6678100,0.0,0.0
2015-06-01,64.57881504920981,64.87774752322832,63.92490248951695,64.56013488769531,6309400,0.0,0.0
2015-06-02,64.20517730415361,64.88711390867425,63.53257722010621,64.49476623535156,4457400,0.0,0.0
2015-06-03,64.70025572304033,64.92445327833825,64.35461218299253,64.41065979003906,4906400,0.0,0.0
2015-06-04,64.1117461169912,64.59751594403437,63.55124850103773,63.71939849853516,6460000,0.0,0.0
2015-06-05,63.7941386740058,64.17714267775675,63.52322992641881,63.868873596191406,4413100,0.0,0.0
2015-06-08,63.70071894043106,63.79413402279498,63.16824513113139,63.22429275512695,4864300,0.0,0.0
2015-06-09,63.214955430707136,63.60730309214155,63.084172876895664,63.47652053833008,4439700,0.0,0.0
2015-06-10,63.72874460432019,65.08328115574328,63.62598587259964,65.04591369628906,6807800,0.0,0.0
2015-06-11,65.11129206031364,65.41022454957019,64.84972702310327,65.05524444580078,5238700,0.0,0.0
2015-06-12,64.85907058401635,65.14865942810866,64.4760595463731,64.76565551757812,4900700,0.0,0.0
2015-06-15,64.19582840336837,64.44804985068922,63.68203473478886,64.05570220947266,5995100,0.0,0.0
2015-06-16,63.94358340006005,64.61618325625855,63.794120724856185,64.46672058105469,5937400,0.0,0.0
2015-06-17,64.56016942781311,64.84042189025405,63.99967163004743,64.22386932373047,7818300,0.0,0.0
2015-06-18,64.36400166078197,65.24211234730676,64.34531436038452,64.92449951171875,7596800,0.0,0.0
2015-06-19,64.7096266146416,64.76568137857744,63.97164230612288,64.16781616210938,8728800,0.0,0.0
2015-06-22,64.7563498406474,64.86845226236863,64.36400205529846,64.54148864746094,5511700,0.0,0.0
2015-06-23,64.5508065298972,65.00854543008106,64.54146288337107,64.84973907470703,3888700,0.0,0.0
2015-06-24,64.56017098730861,64.83107980698118,64.23321452464045,64.32662963867188,4670600,0.0,0.0
2015-06-25,64.81237739497101,64.81237739497101,63.99965825257929,64.1024169921875,4705100,0.0,0.0
2015-06-26,64.17715820428492,64.65358453958802,63.906256518272514,64.22386932373047,7025600,0.0,0.0
2015-06-29,63.51386654703873,63.98094897491511,62.29945651082749,62.32748031616211,9706700,0.0,0.0
2015-06-30,62.906677357285545,63.03746703435204,62.36486699053324,62.729190826416016,6811000,0.0,0.0
